sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	CAMI_high_GoldStandardAssembly-bin_100-refined_1.fna	1036698	0.876819675257954	1.0	3900696	3420207	3420207.0	0.7564102564102564	1.0	78	59	59.0
pool	CAMI_high_GoldStandardAssembly-bin_102-refined_4.fna	1036623	0.989242986351445	1.0	2167702	2144384	2144384.0	0.7297297297297297	1.0	37	27	27.0
pool	CAMI_high_GoldStandardAssembly-bin_109.fna	1036662	0.9973416664305442	1.0	3705705	3695854	3695854.0	0.967741935483871	1.0	62	60	60.0
pool	CAMI_high_GoldStandardAssembly-bin_116-refined_0.fna	1049023	1.0	1.0	5919827	5919827	5919827.0	1.0	1.0	103	103	103.0
pool	CAMI_high_GoldStandardAssembly-bin_15-refined_4.fna	1030824	0.9915636568960973	1.0	2132322	2114333	2114333.0	0.9541284403669725	1.0	109	104	104.0
pool	CAMI_high_GoldStandardAssembly-bin_17.fna	1048948	0.9835670155658676	1.0	3930266	3865680	3865680.0	0.9	1.0	70	63	63.0
pool	CAMI_high_GoldStandardAssembly-bin_21-refined_0.fna	1036779	0.575030859419492	1.0	9288898	5341403	5341403.0	0.8235294117647058	1.0	102	84	84.0
pool	CAMI_high_GoldStandardAssembly-bin_3-refined_2.fna	1048762	0.820198747911704	1.0	3991891	3274144	3274144.0	0.373134328358209	1.0	67	25	25.0
pool	CAMI_high_GoldStandardAssembly-bin_41-refined_1.fna	1048990	1.0	1.0	3274777	3274777	3274777.0	1.0	1.0	22	22	22.0
pool	CAMI_high_GoldStandardAssembly-bin_48.fna	evo_1036569.031	0.9354339768558252	1.0	3605054	3372290	3372290.0	0.6829268292682927	1.0	41	28	28.0
pool	CAMI_high_GoldStandardAssembly-bin_54.fna	1036647	0.9440407275212888	1.0	4236742	3999657	3999657.0	0.8378378378378378	1.0	74	62	62.0
pool	CAMI_high_GoldStandardAssembly-bin_56-refined_1.fna	1035987	0.9924943801983471	1.0	2045001	2029652	2029652.0	0.8478260869565217	1.0	46	39	39.0
pool	CAMI_high_GoldStandardAssembly-bin_64-refined_2.fna	1048999	0.69135759004197	1.0	11475121	7933412	7933412.0	0.09482758620689655	1.0	116	11	11.0
pool	CAMI_high_GoldStandardAssembly-bin_71-refined_1.fna	1036584	0.9976923508254765	1.0	3120925	3113723	3113723.0	0.9428571428571428	1.0	70	66	66.0
pool	CAMI_high_GoldStandardAssembly-bin_79-refined_1.fna	1030746	0.9739174952099129	1.0	3642940	3547923	3547923.0	0.25	1.0	8	2	2.0
pool	CAMI_high_GoldStandardAssembly-bin_91.fna	1030821	0.9744731827128765	1.0	4214744	4107155	4107155.0	0.92	1.0	75	69	69.0
pool	CAMI_high_GoldStandardAssembly-bin_94-refined_0.fna	1030758	0.9385113339983402	1.0	3173902	2978743	2978743.0	0.5333333333333333	1.0	15	8	8.0
pool	CAMI_high_GoldStandardAssembly-bin_95-refined_2.fna	1035915		1.0	1285772	1274645	1274645.0		1.0	46	39	39.0
pool	low_completion-refined_0.fna	1036719	0.9700873646692071	1.0	6821064	6617028	6617028.0	0.8505747126436781	1.0	87	74	74.0
pool	CAMI_high_GoldStandardAssembly-bin_24-refined_0.fna	1048984	0.9984987075995057	0.9998980831901312	6082093	6072962	6073581.0	0.9887640449438202	0.9777777777777777	89	88	90.0
pool	CAMI_high_GoldStandardAssembly-bin_23-refined_2.fna	1030794	0.999191003071302	0.9998673765542773	9424016	9416392	9417641.0	0.8780487804878049	0.972972972972973	41	36	37.0
pool	CAMI_high_GoldStandardAssembly-bin_115-refined_2.fna	1048888	0.9721708915543187	0.9998452038729829	8883037	8635830	8637167.0	0.8	0.975609756097561	50	40	41.0
pool	CAMI_high_GoldStandardAssembly-bin_102-refined_3.fna	1048777	0.9975055691741646	0.9998417132602107	7010016	6992530	6993637.0	0.8	0.9411764705882353	20	16	17.0
pool	CAMI_high_GoldStandardAssembly-bin_51-refined_2.fna	1036632	0.990251529793169	0.9997626341885414	4236357	4195059	4196055.0	0.8478260869565217	0.975	46	39	40.0
pool	CAMI_high_GoldStandardAssembly-bin_28-refined_0.fna	1036617	0.9398849939834544	0.9997611097800964	3072361	2887666	2888356.0	0.5897435897435898	0.9583333333333334	39	23	24.0
pool	CAMI_high_GoldStandardAssembly-bin_84-refined_1.fna	1030947	0.6381971117302899	0.9997524507747404	14655972	9353399	9355715.0	0.8125	0.978494623655914	112	91	93.0
pool	CAMI_high_GoldStandardAssembly-bin_16-refined_1.fna	1049080	0.5286771307336284	0.999744231085496	11556055	6109422	6110985.0	0.224	0.9655172413793104	125	28	29.0
pool	CAMI_high_GoldStandardAssembly-bin_71-refined_2.fna	1048582	0.9993666433738984	0.9997327892957051	5548217	5544703	5546185.0	0.8695652173913043	0.9523809523809523	23	20	21.0
pool	CAMI_high_GoldStandardAssembly-bin_21-refined_1.fna	1036752	0.9853752963249192	0.9997159943427111	3911669	3854462	3855557.0	0.959349593495935	0.9915966386554622	123	118	119.0
