sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	236	1030743	0.456895158614408	1.0	7896004	3607646	3607646.0	0.03225806451612903	1.0	93	3	3.0
pool	131	1048999	0.5286951324854658	1.0	15005646	7933412	7933412.0	0.34375	1.0	32	11	11.0
pool	105	1365_F	0.9971554996241659	0.9995954740783691	3699771	3689247	3690740.0	0.9333333333333333	0.9333333333333333	30	28	30.0
pool	307	1048927	0.16823660777901353	0.9995179914702538	29298445	4929071	4931448.0	0.031746031746031744	0.8	126	4	5.0
pool	406	1048582	0.9798143355184533	0.9992924866372109	5656440	5542261	5546185.0	0.37735849056603776	0.9523809523809523	53	20	21.0
pool	146	1048909	0.20528692793248315	0.9990979230968365	27466688	5638552	5643643.0	0.10714285714285714	0.8571428571428571	112	12	14.0
pool	441	1036617	0.9828332203551489	0.9989329570177637	2935670	2885274	2888356.0	0.6764705882352942	0.9583333333333334	34	23	24.0
pool	119	1036563	0.1256844818306985	0.998898834905855	29476312	3704715	3708799.0	0.11214953271028037	0.8	107	12	15.0
pool	85	1053046	0.5219260730231514	0.9985868875505964	10294023	5372719	5380322.0	0.18110236220472442	0.8846153846153846	127	23	26.0
pool	127	1036773	0.6416825069514155	0.9982701041630991	4633229	2973062	2978214.0	0.3026315789473684	0.92	76	23	25.0
pool	371	1286_AW	0.12777235298450657	0.9981692060344166	28196671	3602755	3609363.0	0.057777777777777775	0.7222222222222222	225	13	18.0
pool	340	1035984	0.9397564405126734	0.9979209126689798	2952133	2774286	2780066.0	0.7685185185185185	0.9651162790697675	108	83	86.0
pool	233	1030965	0.5200420439897822	0.9978224640867119	9142805	4754643	4765019.0	0.7195121951219512	0.921875	82	59	64.0
pool	27	1287_BU	0.3107306221048836	0.99769582047084	12690336	3943276	3952383.0	0.05439330543933055	0.7222222222222222	239	13	18.0
pool	225	1036575	0.9855282059297398	0.9975357024944205	5668613	5586578	5600379.0	0.825	0.868421052631579	40	33	38.0
pool	277	1030794	0.4296581776104334	0.997514027132697	21864425	9394229	9417641.0	0.49056603773584906	0.7027027027027027	53	26	37.0
pool	109	1049080	0.987127697824249	0.9973745640023662	6174420	6094941	6110985.0	0.6216216216216216	0.7931034482758621	37	23	29.0
pool	0	1285_AJ	0.133220491426879	0.9973696662019635	30110563	4011344	4021923.0	0.2	0.5833333333333334	70	14	24.0
pool	531	1139_BD	0.11697179034754535	0.9973266467160277	45696770	5345233	5359561.0	0.09364548494983277	0.6666666666666666	299	28	42.0
pool	419	1286_AU	0.833964233495043	0.997291230150799	5420826	4520775	4533054.0	0.34285714285714286	0.5454545454545454	35	12	22.0
pool	276	1036578	0.9584053359184017	0.9972666212017218	2847120	2728695	2736174.0	0.4852941176470588	0.8918918918918919	68	33	37.0
pool	89	1048864	0.5093662835710454	0.9972525368715595	15876628	8087019	8109299.0	0.6538461538461539	0.8717948717948718	52	34	39.0
pool	120	1285_L	0.9147455690121448	0.9971852411655227	6032402	5518113	5533689.0	0.46938775510204084	0.6052631578947368	49	23	38.0
pool	78	1139_AX	0.9825355074361884	0.9971481114430297	6596928	6481716	6500254.0	0.6730769230769231	0.6730769230769231	52	35	52.0
pool	20	1220_BE	0.06359204208690893	0.9970621592247868	75565540	4805367	4819526.0	0.011799410029498525	0.3333333333333333	339	4	12.0
pool	474	1220_AM	0.9969065116075212	0.9970478087241899	3422350	3411763	3421865.0	0.8095238095238095	0.68	21	17	25.0
pool	110	1030821	0.9461433315881335	0.9970324957300126	4328062	4094967	4107155.0	0.6868686868686869	0.9855072463768116	99	68	69.0
pool	480	1021_M	0.4989438312469152	0.9967752883238963	11696521	5835907	5854787.0	0.5492957746478874	0.7647058823529411	71	39	51.0
pool	234	1048879	0.5684693300820753	0.9966765532166515	16390784	9317658	9348728.0	0.30612244897959184	0.9	147	45	50.0
pool	244	1048762	0.975715264549861	0.9964204384413148	3343623	3262424	3274144.0	0.5238095238095238	0.88	42	22	25.0
