sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	maxbin224.114	1030746	0.9397941255235135	1.0	3775213	3547923	3547923.0	0.10526315789473684	1.0	19	2	2.0
pool	binsanity-wf.422	1030758	0.9385113339983402	1.0	3173902	2978743	2978743.0	0.5333333333333333	1.0	15	8	8.0
pool	maxbin224.174	1030743	0.8042476826565962	1.0	4485740	3607646	3607646.0	0.027522935779816515	1.0	109	3	3.0
pool	berserk_euclid_0.306	1048999	0.9909438209124128	1.0	8005915	7933412	7933412.0	0.9166666666666666	1.0	12	11	11.0
pool	berserk_hypatia_0.056	1285_BK	0.99286492559108	1.0	3485738	3460867	3460867.0	0.75	1.0	12	9	9.0
pool	berserk_hypatia_0.383	1048762	0.997158801062168	1.0	3283473	3274144	3274144.0	0.9615384615384616	1.0	26	25	25.0
pool	berserk_hypatia_0.329	1030857	1.0	1.0	5418821	5418821	5418821.0	1.0	1.0	57	57	57.0
pool	binsanity-wf.015	1048777	0.9975055691741646	0.9998417132602107	7010016	6992530	6993637.0	0.8	0.9411764705882353	20	16	17.0
pool	metabat2.438	1220_K	1.0	0.9998007728567985	3874202	3874202	3874974.0	1.0	0.6666666666666666	2	2	3.0
pool	binsanity-wf.259	1036632	0.9923060110427085	0.9997626341885414	4227586	4195059	4196055.0	0.8666666666666667	0.975	45	39	40.0
pool	goofy_hypatia_0.207	1048582	0.9958779758724188	0.9997327892957051	5567653	5544703	5546185.0	0.7692307692307693	0.9523809523809523	26	20	21.0
pool	binsanity-wf.170	1287_H	0.9863933607625244	0.9997138082450929	4097338	4041587	4042744.0	0.46153846153846156	0.6666666666666666	13	6	9.0
pool	metabat2.395	1285_BX	1.0	0.9997039736835377	3245372	3245372	3246333.0	1.0	0.8333333333333334	10	10	12.0
pool	binsanity-wf.402	1048960	0.9685705077350257	0.9996875677288426	4033600	3906826	3908047.0	0.8	0.9795918367346939	60	48	49.0
pool	maxbin224.002	1036647	0.9275058023613088	0.9996459696418968	4310745	3998241	3999657.0	0.7625	0.9838709677419355	80	61	62.0
pool	binsanity-wf.196	1035909	0.9956992870757468	0.9996415979024491	2848830	2836578	2837595.0	0.9636363636363636	0.9814814814814815	55	53	54.0
pool	berserk_hypatia_0.272	1285_AH	1.0	0.9996280837390408	3125885	3125885	3127048.0	1.0	0.8181818181818182	9	9	11.0
pool	metabat2.484	1049029	1.0	0.9996181256724079	4025965	4025965	4027503.0	1.0	0.9230769230769231	12	12	13.0
pool	maxbin224.019	1285_AB	1.0	0.9995961979370864	4426124	4426124	4427912.0	1.0	0.7692307692307693	10	10	13.0
pool	maxbin224.170	1365_D	1.0	0.9995697672584279	2787988	2787988	2789188.0	1.0	0.85	17	17	20.0
pool	berserk_hypatia_0.069	1220_BW	0.9725147180229804	0.9995384700127915	3694450	3592907	3594566.0	0.3157894736842105	0.75	19	6	8.0
pool	binsanity-wf.329	1048927	0.9658599203887368	0.9995179914702538	5103298	4929071	4931448.0	0.4	0.8	10	4	5.0
pool	berserk_hypatia_0.002	1048882	1.0	0.9994589239066086	7634349	7634349	7638482.0	1.0	0.8181818181818182	9	9	11.0
pool	berserk_hypatia_0.127	1048855	1.0	0.9994516738510477	4735458	4735458	4738056.0	1.0	0.9655172413793104	28	28	29.0
pool	maxbin224.133	1036719	0.9808306766125119	0.9994511130979044	6742648	6613396	6617028.0	0.8902439024390244	0.9864864864864865	82	73	74.0
pool	berserk_hypatia_0.077	1220_F	1.0	0.9994433668624932	4724001	4724001	4726632.0	1.0	0.875	7	7	8.0
pool	binsanity-wf.278	1036686	0.9981237690428634	0.9994416358067372	4598048	4589421	4591985.0	0.9795918367346939	0.96	49	48	50.0
pool	berserk_hypatia_0.123	1048774	0.9998805587527203	0.999339264473654	3960106	3959633	3962251.0	0.9615384615384616	0.9615384615384616	26	25	26.0
pool	metabat2.474	1365_H	1.0	0.9993080825302809	3422894	3422894	3425264.0	1.0	0.7857142857142857	11	11	14.0
pool	maxbin224.147	1286_AW	1.0	0.9992239627878936	3606562	3606562	3609363.0	1.0	0.7777777777777778	14	14	18.0
pool	berserk_hypatia_0.124	1049068	0.9979304646122242	0.9991526261488487	3595493	3588052	3591095.0	0.85	0.8947368421052632	20	17	19.0
pool	maxbin224.279	1048912	1.0	0.9990842712637128	5610058	5610058	5615200.0	1.0	0.8333333333333334	10	10	12.0
pool	maxbin224.098	1285_L	0.9863914190574731	0.9990490972658564	5604699	5528427	5533689.0	0.84375	0.7105263157894737	32	27	38.0
pool	berserk_euclid_0.078	1030821	0.99359081156739	0.9990061246775445	4129540	4103073	4107155.0	0.9565217391304348	0.9565217391304348	69	66	69.0
pool	berserk_hypatia_0.036	1030791	0.9992558444337515	0.9989931351830247	4266581	4263406	4267703.0	0.875	0.8235294117647058	16	14	17.0
pool	goofy_hypatia_0.187	1048888	0.9769116267926711	0.9989801053979852	8832281	8628358	8637167.0	0.75	0.8780487804878049	48	36	41.0
pool	berserk_hypatia_0.138	1036668	1.0	0.9989343719298084	3471243	3471243	3474946.0	1.0	0.9411764705882353	32	32	34.0
pool	maxbin224.054	1036797	0.9946693902519052	0.9988637571126342	4403999	4380523	4385506.0	0.8421052631578947	0.8888888888888888	19	16	18.0
pool	berserk_hypatia_0.315	1220_AM	1.0	0.9988249098079556	3417844	3417844	3421865.0	1.0	0.76	19	19	25.0
pool	binsanity-wf.019	1049059	0.9970427814350433	0.9987762046655544	4316218	4303454	4308727.0	0.8863636363636364	0.9069767441860465	44	39	43.0
pool	berserk_hypatia_0.485	1036002	0.999710743931357	0.9987565177286077	4141659	4140461	4145616.0	0.9830508474576272	0.9354838709677419	59	58	62.0
pool	maxbin224.173	1285_H	1.0	0.9987561880744987	3626258	3626258	3630774.0	1.0	0.7	7	7	10.0
pool	binsanity-wf.328	1048906	0.9989164820817827	0.9987419553646298	4480775	4475920	4481558.0	0.968421052631579	0.9583333333333334	95	92	96.0
pool	maxbin224.269	1030764	0.9932855969654112	0.9986806568217061	4741598	4709761	4715983.0	0.9032258064516129	0.875	31	28	32.0
pool	berserk_hypatia_0.004	1021_AG	0.9998563660090033	0.998607751237965	3919685	3919122	3924586.0	0.75	0.75	4	3	4.0
pool	metabat2.157	1139_BK	0.9983639886472392	0.9986015981433553	4732241	4724499	4731115.0	0.9666666666666667	0.9354838709677419	60	58	62.0
pool	goofy_hypatia_0.173	1053046	0.9878444467202603	0.9985868875505964	5438831	5372719	5380322.0	0.92	0.8846153846153846	25	23	26.0
pool	metabat2.426	1285_BA	1.0	0.9985701524502957	4386495	4386495	4392776.0	1.0	0.6666666666666666	6	6	9.0
pool	binsanity-wf.048	1036662	0.997337743132615	0.9985223983414929	3700244	3690393	3695854.0	0.9666666666666667	0.9666666666666667	60	58	60.0
pool	binsanity-wf.372	1036710	0.9990036786939129	0.9984632542463822	4977310	4972351	4980004.0	0.95	0.9047619047619048	60	57	63.0
pool	maxbin224.068	1286_M	0.9947027220245188	0.9984594063599735	3905402	3884714	3890708.0	0.875	0.5833333333333334	8	7	12.0
pool	goofy_hypatia_0.259	1286_CM	0.98895407677729	0.998417313086016	3840693	3798269	3804290.0	0.8571428571428571	0.8571428571428571	14	12	14.0
pool	maxbin224.112	1036638		0.9983850927119435	1994978	1632747	1635388.0		0.9090909090909091	112	10	11.0
pool	metabat2.345	1286_CB	1.0	0.998380825582047	3954864	3954864	3961278.0	1.0	0.7692307692307693	10	10	13.0
pool	berserk_hypatia_0.666	1030917	0.9979070455523207	0.9983512998087548	2977609	2971377	2976284.0	0.9636363636363636	0.9464285714285714	55	53	56.0
pool	binsanity-wf.242	1287_BU	0.982683869483131	0.9983490972408291	4015389	3945858	3952383.0	0.7368421052631579	0.7777777777777778	19	14	18.0
pool	maxbin224.016	1285_M	0.983509381655802	0.9983193758846592	5278759	5191709	5200449.0	0.8214285714285714	0.71875	56	46	64.0
pool	berserk_hypatia_0.206	1285_AY	0.9991686988743586	0.9983092351471194	4017798	4014458	4021257.0	0.8666666666666667	0.7647058823529411	15	13	17.0
pool	binsanity-wf.192	1036761	0.959491944379389	0.9982469155004686	4120415	3953505	3960448.0	0.5131578947368421	0.9285714285714286	76	39	42.0
pool	maxbin224.056	1286_AT	0.8859229204260296	0.9982360017316081	4000567	3544194	3550457.0	0.2777777777777778	0.7142857142857143	18	5	7.0
pool	berserk_euclid_0.046	1036599	0.98137096023564	0.9981799306276496	4394161	4312302	4320165.0	0.5333333333333333	0.7272727272727273	30	16	22.0
pool	binsanity-wf.360	1286_BP	0.9636425371708889	0.9981793352285812	4120227	3970426	3977668.0	0.34782608695652173	0.5714285714285714	23	8	14.0
pool	binsanity-wf.090	1035924		0.9981561324649115	916279	870472	872080.0		0.98	54	49	50.0
pool	maxbin224.052	1030893	0.9481544450087086	0.9981554974448376	3079724	2920054	2925450.0	0.7272727272727273	0.8888888888888888	11	8	9.0
pool	binsanity-wf.380	1287_AF	0.9840723000251811	0.9981335533775667	3613830	3556270	3562920.0	0.3142857142857143	0.7333333333333333	35	11	15.0
pool	binsanity-wf.425	1036563	0.9117385627869139	0.998132009850089	4060233	3701871	3708799.0	0.13793103448275862	0.8	87	12	15.0
pool	binsanity-wf.359	1220_BA	0.9733974078592621	0.9981210979280153	6595861	6420394	6432480.0	0.6458333333333334	0.6739130434782609	48	31	46.0
pool	berserk_hypatia_0.149	1285_BG	0.9572995269999985	0.9981197084097977	3487315	3338405	3344694.0	0.2	0.7142857142857143	25	5	7.0
pool	metabat2.492	1285_T	1.0	0.9980817792862687	3727547	3727547	3734711.0	1.0	0.6428571428571429	9	9	14.0
pool	goofy_hypatia_0.023	1048864	0.9905032808349966	0.9980693768968193	8171243	8093643	8109299.0	0.6862745098039216	0.8974358974358975	51	35	39.0
pool	berserk_euclid_0.359	1036746	0.960930411558655	0.9980450506749458	2499668	2402007	2406712.0	0.8378378378378378	0.9117647058823529	37	31	34.0
pool	maxbin224.041	1139_CM	0.890366298058105	0.9980161376025013	3824563	3405262	3412031.0	0.09090909090909091	0.5	33	3	6.0
pool	berserk_hypatia_0.088	1285_F	0.9951312009232386	0.9980075448042489	3954774	3935519	3943376.0	0.5384615384615384	0.5	13	7	14.0
pool	metabat2.210	1286_BE	1.0	0.9980053478698725	3534906	3534906	3541971.0	1.0	0.6	6	6	10.0
pool	binsanity-wf.113	1139_O	0.9911958822984475	0.9979692421322351	2655462	2632083	2637439.0	0.42857142857142855	0.9	21	9	10.0
pool	binsanity-wf.340	1365_G	0.9751762574788287	0.9979666551027488	3761117	3667752	3675225.0	0.7142857142857143	0.8	28	20	25.0
pool	maxbin224.141	1049211	0.9569155456021523	0.997922758648688	3699014	3539644	3547012.0	0.42857142857142855	0.8333333333333334	35	15	18.0
pool	binsanity-wf.258	1036770	0.9958948508380429	0.9979088766951165	2315872	2306365	2311198.0	0.9885057471264368	0.9772727272727273	87	86	88.0
pool	berserk_hypatia_0.583	1036008	0.999364810018245	0.9978931345147097	3502889	3500664	3508055.0	0.9795918367346939	0.9230769230769231	49	48	52.0
pool	binsanity-wf.162	1048963	0.9671414303664054	0.9978733180626072	5431825	5253343	5264539.0	0.6938775510204082	0.9444444444444444	49	34	36.0
